Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG3121,FBgn0034957,HuDis670,,,,FBgn0034957,Rsph4a
CG31414,FBgn0051414,HuDis670,,,,FBgn0051414,Gba1b
CG3149,FBgn0027564,HuDis670,,,,FBgn0027564,CG3149
CG31739,FBgn0051739,HuDis670,,,,FBgn0051739,AspRS-m
CG31803,FBgn0051803,HuDis670,,,,FBgn0051803,Rsph9
CG31935,FBgn0051935,HuDis670,,,,FBgn0051935,CG31935
CG32495,FBgn0052495,HuDis670,,,,FBgn0052495,Gss2
CG3262,FBgn0032986,HuDis670,,,,FBgn0032986,CG3262
CG3267,FBgn0042083,HuDis670,,,,FBgn0042083,Mccc2
CG3270,FBgn0033093,HuDis670,,,,FBgn0033093,CG3270
CG32751,FBgn0052751,HuDis670,,,,FBgn0052751,CG32751
CG33502,FBgn0053502,HuDis670,,,,FBgn0053502,CG33502
CG33722,FBgn0064126,HuDis670,,,,FBgn0064126,CG33722
CG3376,FBgn0034997,HuDis670,,,,FBgn0034997,CG3376
CG3527,FBgn0029714,HuDis670,,,,FBgn0029714,CG3527
CG3740,FBgn0023530,HuDis670,,,,FBgn0023530,CG3740
CG3756,FBgn0031657,HuDis670,,,,FBgn0031657,CG3756
CG3800,FBgn0034802,HuDis670,,,,FBgn0034802,CNBP
CG3803,FBgn0034938,HuDis670,,,,FBgn0034938,CG3803
CG3835,FBgn0023507,HuDis670,,,,FBgn0023507,D2hgdh
CG3902,FBgn0036824,HuDis670,,,,FBgn0036824,CG3902
CG3925,FBgn0037780,HuDis670,,,,FBgn0037780,ohgt
CG4159,FBgn0038811,HuDis670,,,,FBgn0038811,Pus1
CG4300,FBgn0036272,HuDis670,,,,FBgn0036272,Sms
CG4365,FBgn0037024,HuDis670,,,,FBgn0037024,tzn
CG44247,FBgn0265182,HuDis670,,,,FBgn0265182,CG44247
CG44252,FBgn0265187,HuDis670,,,,FBgn0265187,Fatp2
CG44253,FBgn0265188,HuDis670,,,,FBgn0265188,CG44253
CG4806,FBgn0260456,HuDis670,,,,FBgn0260456,CG4806
CG4848,FBgn0037998,HuDis670,,,,FBgn0037998,Cog1
CG4872,FBgn0030799,HuDis670,,,,FBgn0030799,CG4872
CG4908,FBgn0032195,HuDis670,,,,FBgn0032195,CG4908
CG5009,FBgn0027572,HuDis670,,,,FBgn0027572,ACOX1
CG5037,FBgn0032222,HuDis670,,,,FBgn0032222,CG5037
CG5044,FBgn0038326,HuDis670,,,,FBgn0038326,CG5044
CG5189,FBgn0034350,HuDis670,,,,FBgn0034350,CG5189
CG5220,FBgn0038471,HuDis670,,,,FBgn0038471,Trm7-32
CG5261,FBgn0031912,HuDis670,,,,FBgn0283658,muc
CG5276,FBgn0037900,HuDis670,,,,FBgn0037900,CG5276
CG5287,FBgn0032477,HuDis670,,,,FBgn0032477,Alg7
CG5569,FBgn0034919,HuDis670,,,,FBgn0034919,CG5569
CG5599,FBgn0030612,HuDis670,,,,FBgn0030612,CG5599
CG5846,FBgn0032171,HuDis670,,,,FBgn0032171,CG5846
CG5938,FBgn0046247,HuDis670,,,,FBgn0046247,CG5938
CG6201,FBgn0032343,HuDis670,,,,FBgn0032343,CG6201
CG6287,FBgn0032350,HuDis670,,,,FBgn0032350,CG6287
CG6401,FBgn0034270,HuDis670,,,,FBgn0034270,PIG-A
CG6412,FBgn0032646,HuDis670,,,,FBgn0032646,mEFTs
CG6415,FBgn0032287,HuDis670,,,,FBgn0032287,CG6415
CG6439,FBgn0038922,HuDis670,,,,FBgn0038922,Idh3b
CG6488,FBgn0032361,HuDis670,,,,FBgn0287204,Cog8
CG6512,FBgn0036702,HuDis670,,,,FBgn0036702,CG6512
CG6550,FBgn0034214,HuDis670,,,,FBgn0034214,CG6550
CG6638,FBgn0035911,HuDis670,,,,FBgn0035911,CG6638
CG6664,FBgn0036685,HuDis670,,,,FBgn0036685,CG6664
CG6841,FBgn0036828,HuDis670,,,,FBgn0036828,CG6841
CG6903,FBgn0029737,HuDis670,,,,FBgn0029737,CG6903
CG7049,FBgn0035102,HuDis670,,,,FBgn0035102,CG7049
CG7280,FBgn0030966,HuDis670,,,,FBgn0030966,shop
CG7322,FBgn0030968,HuDis670,,,,FBgn0030968,CG7322
CG7328,FBgn0036942,HuDis670,,,,FBgn0036942,CG7328
CG7430,FBgn0036762,HuDis670,,,,FBgn0036762,CG7430
CG7433,FBgn0036927,HuDis670,,,,FBgn0036927,Gabat
CG7456,FBgn0032258,HuDis670,,,,FBgn0032258,Cog4
CG7461,FBgn0034432,HuDis670,,,,FBgn0034432,CG7461
CG7470,FBgn0037146,HuDis670,,,,FBgn0037146,P5CS
CG7506,FBgn0035805,HuDis670,,,,FBgn0035805,CG7506
CG7637,FBgn0033548,HuDis670,,,,FBgn0033548,CG7637
CG7766,FBgn0030087,HuDis670,,,,FBgn0030087,CG7766
CG7834,FBgn0039697,HuDis670,,,,FBgn0039697,CG7834
CG7840,FBgn0032014,HuDis670,,,,FBgn0032014,CG7840
CG8067,FBgn0033891,HuDis670,,,,FBgn0033891,CG8067
CG8111,FBgn0035825,HuDis670,,,,FBgn0035825,CG8111
CG8184,FBgn0030674,HuDis670,,,,FBgn0030674,HUWE1
CG8230,FBgn0027607,HuDis670,,,,FBgn0027607,CG8230
CG8235,FBgn0033351,HuDis670,,,,FBgn0033351,AIMP1
CG8311,FBgn0034141,HuDis670,,,,FBgn0034141,CG8311
CG8412,FBgn0037743,HuDis670,,,,FBgn0037743,Alg12
CG8417,FBgn0037744,HuDis670,,,,FBgn0286506,Mpi
CG8475,FBgn0031995,HuDis670,,,,FBgn0031995,CG8475
CG8549,FBgn0035714,HuDis670,,,,FBgn0035714,CG8549
CG8596,FBgn0035767,HuDis670,,,,FBgn0035767,Cln7
CG8778,FBgn0033761,HuDis670,,,,FBgn0033761,CG8778
CG8800,FBgn0033408,HuDis670,,,,FBgn0033408,CG8800
CG8891,FBgn0031663,HuDis670,,,,FBgn0031663,CG8891
CG8909,FBgn0030706,HuDis670,,,,FBgn0030706,Lrp4
CG9090,FBgn0034497,HuDis670,,,,FBgn0034497,Mpcp1
CG9109,FBgn0031765,HuDis670,,,,FBgn0031765,CG9109
CG9149,FBgn0035203,HuDis670,,,,FBgn0035203,CG9149
CG9220,FBgn0030662,HuDis670,,,,FBgn0030662,Chsy
CG9313,FBgn0034566,HuDis670,,,,FBgn0034566,CG9313
CG9319,FBgn0032881,HuDis670,,,,FBgn0032881,Amacr
CG9413,FBgn0030574,HuDis670,,,,FBgn0030574,sbm
CG9485,FBgn0034618,HuDis670,,,,FBgn0034618,CG9485
CG9547,FBgn0031824,HuDis670,,,,FBgn0031824,CG9547
CG9601,FBgn0037578,HuDis670,,,,FBgn0037578,PNKP
CG9629,FBgn0036857,HuDis670,,,,FBgn0036857,Aldh7A1
CG9706,FBgn0036662,HuDis670,,,,FBgn0036662,CG9706
CG9799,FBgn0038146,HuDis670,,,,FBgn0038146,CG9799
CG9865,FBgn0034649,HuDis670,,,,FBgn0034649,PIG-M
CG9886,FBgn0031428,HuDis670,,,,FBgn0031428,CG9886
ChAT,FBgn0000303,HuDis670,,,,FBgn0000303,ChAT
cher,FBgn0014141,HuDis670,,,,FBgn0014141,cher
CHMP2B,FBgn0035589,HuDis670,,,,FBgn0035589,CHMP2B
CIA30,FBgn0039689,HuDis670,,,,FBgn0039689,CIA30
cin,FBgn0000316,HuDis670,,,,FBgn0000316,cin
ck,FBgn0000317,HuDis670,,,,FBgn0000317,ck
ClC-a,FBgn0051116,HuDis670,,,,FBgn0051116,ClC-a
ClC-b,FBgn0033755,HuDis670,,,,FBgn0033755,ClC-b
cln3,FBgn0036756,HuDis670,,,,FBgn0036756,Cln3
cN-IIIB,FBgn0034988,HuDis670,,,,FBgn0034988,cN-IIIB
Cog7,FBgn0051040,HuDis670,,,,FBgn0051040,Cog7
colt,FBgn0019830,HuDis670,,,,FBgn0019830,colt
Coprox,FBgn0021944,HuDis670,,,,FBgn0021944,Coprox
Coq2,FBgn0037574,HuDis670,,,,FBgn0037574,Coq2
COX6B,FBgn0031066,HuDis670,,,,FBgn0031066,COX6B
Cpr,FBgn0015623,HuDis670,,,,FBgn0015623,Cpr
CRAT,FBgn0037440,HuDis670,,,,FBgn0037440,CRAT
CRMP,FBgn0023023,HuDis670,,,,FBgn0023023,CRMP
csw,FBgn0000382,HuDis670,,,,FBgn0000382,csw
Cul4,FBgn0033260,HuDis670,,,,FBgn0033260,Cul4
cv-2,FBgn0000395,HuDis670,,,,FBgn0000395,cv-2
CYLD,FBgn0032210,HuDis670,,,,FBgn0032210,CYLD
Cyp4c3,FBgn0015032,HuDis670,,,,FBgn0015032,Cyp4c3
DAT,FBgn0034136,HuDis670,,,,FBgn0034136,DAT
Dcr-1,FBgn0039016,HuDis670,,,,FBgn0039016,Dcr-1
Ddc,FBgn0000422,HuDis670,,,,FBgn0000422,Ddc
Dhap-at,FBgn0040212,HuDis670,,,,FBgn0040212,Dhap-at
Dhc64C,FBgn0261797,HuDis670,,,,FBgn0261797,Dhc64C
Dhod,FBgn0000447,HuDis670,,,,FBgn0000447,Dhod
Dhpr,FBgn0035964,HuDis670,,,,FBgn0035964,Dhpr
dia,FBgn0011202,HuDis670,,,,FBgn0011202,dia
didum,FBgn0261397,HuDis670,,,,FBgn0261397,didum
Dip-C,FBgn0000455,HuDis670,,,,FBgn0000455,Dip-C
DNA-ligI,FBgn0262619,HuDis670,,,,FBgn0262619,DNAlig1
DNApol-alpha180,FBgn0259113,HuDis670,,,,FBgn0259113,PolA1
DNApol-eta,FBgn0037141,HuDis670,,,,FBgn0037141,PolH
dnc,FBgn0000479,HuDis670,,,,FBgn0000479,dnc
dnk,FBgn0022338,HuDis670,,,,FBgn0022338,dnk
Drp1,FBgn0026479,HuDis670,,,,FBgn0026479,Drp1
Dsor1,FBgn0010269,HuDis670,,,,FBgn0010269,Dsor1
Duox,FBgn0031464,HuDis670,,,,FBgn0283531,Duox
dup,FBgn0000996,HuDis670,,,,FBgn0000996,dup
Dys,FBgn0260003,HuDis670,,,,FBgn0260003,Dys
E(z),FBgn0000629,HuDis670,,,,FBgn0000629,E(z)
EfTuM,FBgn0024556,HuDis670,,,,FBgn0024556,mEFTu1
Ehbp1,FBgn0034180,HuDis670,,,,FBgn0034180,Ehbp1
eIF2B-alpha,FBgn0039726,HuDis670,,,,FBgn0039726,eIF2Balpha
eIF2B-beta,FBgn0024996,HuDis670,,,,FBgn0024996,eIF2Bbeta
eIF2B-delta,FBgn0034858,HuDis670,,,,FBgn0034858,eIF2Bdelta
eIF2B-epsilon,FBgn0023512,HuDis670,,,,FBgn0023512,eIF2Bepsilon
eIF2B-gamma,FBgn0034029,HuDis670,,,,FBgn0034029,eIF2Bgamma
eIF4G,FBgn0023213,HuDis670,,,,FBgn0023213,eIF4G1
Eip55E,FBgn0000566,HuDis670,,,,FBgn0000566,Eip55E
Elp1,FBgn0037926,HuDis670,,,,FBgn0037926,Elp1
Eno,FBgn0000579,HuDis670,,,,FBgn0000579,Eno
Ercc1,FBgn0028434,HuDis670,,,,FBgn0028434,Ercc1
ergic53,FBgn0035909,HuDis670,,,,FBgn0035909,ergic53
ERR,FBgn0035849,HuDis670,,,,FBgn0035849,ERR
Etf-QO,FBgn0033465,HuDis670,,,,FBgn0286783,Etf-QO
Etl1,FBgn0032157,HuDis670,,,,FBgn0032157,Etl1
Ext2,FBgn0029175,HuDis670,,,,FBgn0029175,sotv
Faa,FBgn0016013,HuDis670,,,,FBgn0016013,Faa
fab1,FBgn0028741,HuDis670,,,,FBgn0028741,fab1
Fancd2,FBgn0038827,HuDis670,,,,FBgn0038827,Fancd2
Fatp,FBgn0267828,HuDis670,,,,FBgn0267828,Fatp1
fbp,FBgn0032820,HuDis670,,,,FBgn0032820,fbp
Fcp1,FBgn0035026,HuDis670,,,,FBgn0035026,Fcp1
FeCH,FBgn0266268,HuDis670,,,,FBgn0266268,FeCH
fne,FBgn0086675,HuDis670,,,,FBgn0086675,fne
frc,FBgn0042641,HuDis670,,,,FBgn0042641,frc
frtz,FBgn0086698,HuDis670,,,,FBgn0086698,frtz
fws,FBgn0024689,HuDis670,,,,FBgn0024689,fws
Gad1,FBgn0004516,HuDis670,,,,FBgn0004516,Gad1
Gale,FBgn0035147,HuDis670,,,,FBgn0035147,Gale
Galphaq,FBgn0004435,HuDis670,,,,FBgn0004435,Galphaq
Galt,FBgn0263200,HuDis670,,,,FBgn0263200,Galt
GC,FBgn0035245,HuDis670,,,,FBgn0035245,GC
GC1,FBgn0260743,HuDis670,,,,FBgn0260743,GC1
Gclc,FBgn0040319,HuDis670,,,,FBgn0040319,Gclc
Gclm,FBgn0046114,HuDis670,,,,FBgn0046114,Gclm
GCS1,FBgn0030289,HuDis670,,,,FBgn0030289,GCS1
GCS2beta,FBgn0032643,HuDis670,,,,FBgn0032643,GCS2beta
Gdap1,FBgn0035587,HuDis670,,,,FBgn0035587,Gdap1
Gdh,FBgn0001098,HuDis670,,,,FBgn0001098,Gdh
Gdi,FBgn0004868,HuDis670,,,,FBgn0004868,Gdi
gig,FBgn0005198,HuDis670,,,,FBgn0005198,gig
gkt,FBgn0260817,HuDis670,,,,FBgn0260817,gkt
Gl,FBgn0001108,HuDis670,,,,FBgn0001108,DCTN1-p150
GlcAT-I,FBgn0066114,HuDis670,,,,FBgn0066114,GlcAT-I
GlyP,FBgn0004507,HuDis670,,,,FBgn0004507,GlyP
GlyS,FBgn0266064,HuDis670,,,,FBgn0266064,GlyS
Gnmt,FBgn0038074,HuDis670,,,,FBgn0038074,Gnmt
gny,FBgn0032234,HuDis670,,,,FBgn0032234,gny
Golgin84,FBgn0039188,HuDis670,,,,FBgn0039188,Golgin84
Gpdh,FBgn0001128,HuDis670,,,,FBgn0001128,Gpdh1
Gpo-1,FBgn0022160,HuDis670,,,,FBgn0022160,Gpo1
Graf,FBgn0030685,HuDis670,,,,FBgn0030685,Graf
Gs2,FBgn0001145,HuDis670,,,,FBgn0001145,Gs2
GstZ1,FBgn0037696,HuDis670,,,,FBgn0037696,GstZ1
GstZ2,FBgn0037697,HuDis670,,,,FBgn0037697,GstZ2
gwl,FBgn0260399,HuDis670,,,,FBgn0260399,gwl
Gyk,FBgn0025592,HuDis670,,,,FBgn0025592,Gk1
ham,FBgn0045852,HuDis670,,,,FBgn0045852,ham
hay,FBgn0001179,HuDis670,,,,FBgn0001179,hay
heix,FBgn0028375,HuDis670,,,,FBgn0028375,heix
hgo,FBgn0040211,HuDis670,,,,FBgn0040211,hgo
hh,FBgn0004644,HuDis670,,,,FBgn0004644,hh
Hip1,FBgn0036309,HuDis670,,,,FBgn0036309,Hip1
Hmgcr,FBgn0263782,HuDis670,,,,FBgn0263782,Hmgcr
Hmt-1,FBgn0038376,HuDis670,,,,FBgn0038376,Hmt-1
Hn,FBgn0001208,HuDis670,,,,FBgn0001208,Hn
hop,FBgn0004864,HuDis670,,,,FBgn0004864,hop
Hsp60,FBgn0015245,HuDis670,,,,FBgn0015245,Hsp60A
HtrA2,FBgn0038233,HuDis670,,,,FBgn0038233,HtrA2
hts,FBgn0263391,HuDis670,,,,FBgn0263391,hts
hyx,FBgn0037657,HuDis670,,,,FBgn0037657,hyx
ico,FBgn0263133,HuDis670,,,,FBgn0263133,mEFG1
ImpL3,FBgn0001258,HuDis670,,,,FBgn0001258,Ldh
InR,FBgn0013984,HuDis670,,,,FBgn0283499,InR
IntS6,FBgn0261383,HuDis670,,,,FBgn0261383,IntS6
iPLA2-VIA,FBgn0036053,HuDis670,,,,FBgn0036053,iPLA2-VIA
IscU,FBgn0037637,HuDis670,,,,FBgn0037637,IscU
Itp-r83A,FBgn0010051,HuDis670,,,,FBgn0010051,Itpr
Jheh1,FBgn0010053,HuDis670,,,,FBgn0010053,Jheh1
JhI-1,FBgn0028426,HuDis670,,,,FBgn0028426,RNaseZ
kermit,FBgn0010504,HuDis670,,,,FBgn0010504,kermit
l(1)G0255,FBgn0028336,HuDis670,,,,FBgn0286222,Fum1
l(1)G0334,FBgn0028325,HuDis670,,,,FBgn0028325,Pdha
l(2)37Cc,FBgn0002031,HuDis670,,,,FBgn0002031,l(2)37Cc
l(2)efl,FBgn0011296,HuDis670,,,,FBgn0011296,l(2)efl
l(2)k14505,FBgn0021856,HuDis670,,,,FBgn0021856,l(2)k14505
l(2)not,FBgn0011297,HuDis670,,,,FBgn0011297,Alg3
l(3)72Ab,FBgn0263599,HuDis670,,,,FBgn0263599,l(3)72Ab
l(3)72Dn,FBgn0263605,HuDis670,,,,FBgn0263605,l(3)72Dn
lace,FBgn0002524,HuDis670,,,,FBgn0002524,lace
Lam,FBgn0002525,HuDis670,,,,FBgn0002525,Lam
LamC,FBgn0010397,HuDis670,,,,FBgn0010397,LamC
LanB1,FBgn0261800,HuDis670,,,,FBgn0261800,LanB1
lap,FBgn0086372,HuDis670,,,,FBgn0086372,lap
Las,FBgn0029158,HuDis670,,,,FBgn0029158,Las
Lgr1,FBgn0016650,HuDis670,,,,FBgn0016650,Lgr1
Lgr3,FBgn0039354,HuDis670,,,,FBgn0039354,Lgr3
Lig4,FBgn0030506,HuDis670,,,,FBgn0030506,DNAlig4
Lis-1,FBgn0015754,HuDis670,,,,FBgn0015754,Lis-1
lkb1,FBgn0038167,HuDis670,,,,FBgn0038167,Lkb1
LKR,FBgn0025687,HuDis670,,,,FBgn0286198,LKRSDH
LManII,FBgn0027611,HuDis670,,,,FBgn0027611,LManII
lok,FBgn0019686,HuDis670,,,,FBgn0019686,lok
LysP,FBgn0004429,HuDis670,,,,FBgn0004429,LysP
Mad1,FBgn0026326,HuDis670,,,,FBgn0026326,Mad1
Mal-A5,FBgn0050359,HuDis670,,,,FBgn0050359,Mal-A5
Mal-A8,FBgn0033297,HuDis670,,,,FBgn0033297,Mal-A8
Mal-B1,FBgn0032381,HuDis670,,,,FBgn0032381,Mal-B1
Marcal1,FBgn0031655,HuDis670,,,,FBgn0031655,Marcal1
Marf,FBgn0029870,HuDis670,,,,FBgn0029870,Marf
Max,FBgn0017578,HuDis670,,,,FBgn0017578,Max
Mcm6,FBgn0025815,HuDis670,,,,FBgn0025815,Mcm6
Mdr50,FBgn0010241,HuDis670,,,,FBgn0010241,Mdr50
MED17,FBgn0038578,HuDis670,,,,FBgn0038578,MED17
MED23,FBgn0034795,HuDis670,,,,FBgn0034795,MED23
MED25,FBgn0038760,HuDis670,,,,FBgn0038760,MED25
mei-9,FBgn0002707,HuDis670,,,,FBgn0002707,mei-9
Membrin,FBgn0260856,HuDis670,,,,FBgn0260856,Membrin
Mer,FBgn0086384,HuDis670,,,,FBgn0086384,Mer
mew,FBgn0004456,HuDis670,,,,FBgn0004456,mew
mfas,FBgn0260745,HuDis670,,,,FBgn0260745,mfas
Mfe2,FBgn0030731,HuDis670,,,,FBgn0030731,Mfe2
Mipp2,FBgn0026060,HuDis670,,,,FBgn0026060,Mipp2
Mlh1,FBgn0011659,HuDis670,,,,FBgn0011659,Mlh1
Mnn1,FBgn0031885,HuDis670,,,,FBgn0031885,Mnn1
Mpcp,FBgn0026409,HuDis670,,,,FBgn0026409,Mpcp2
mre11,FBgn0020270,HuDis670,,,,FBgn0020270,mre11
mRpS22,FBgn0039555,HuDis670,,,,FBgn0039555,mRpS22
Msh6,FBgn0036486,HuDis670,,,,FBgn0036486,Msh6
mtDNA-helicase,FBgn0032154,HuDis670,,,,FBgn0032154,mtDNA-helicase
mtm,FBgn0025742,HuDis670,,,,FBgn0025742,mtm
Mtp,FBgn0266369,HuDis670,,,,FBgn0266369,Mtp
Mtpalpha,FBgn0028479,HuDis670,,,,FBgn0028479,Mtpalpha
Mulk,FBgn0260750,HuDis670,,,,FBgn0260750,Mulk
Mvl,FBgn0011672,HuDis670,,,,FBgn0011672,Mvl
nac,FBgn0265351,HuDis670,,,,FBgn0265351,nac
nAChRalpha6,FBgn0032151,HuDis670,,,,FBgn0032151,nAChRalpha6
Nc73EF,FBgn0010352,HuDis670,,,,FBgn0010352,Nc73EF
nct,FBgn0039234,HuDis670,,,,FBgn0039234,Nct
ND-13A,FBgn0031684,HuDis670,,,,FBgn0031684,ND-13A
ND-18,FBgn0031021,HuDis670,,,,FBgn0031021,ND-18
ND-23,FBgn0017567,HuDis670,,,,FBgn0017567,ND-23
ND-24,FBgn0030853,HuDis670,,,,FBgn0030853,ND-24
