"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","DNA-binding transcription factor activity","GO:0003700","9.61054047343647e-44","43.01725218797861","574","2289","256","11908","FBGN0266450,FBGN0283521,FBGN0035357,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000157,FBGN0000179,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000411,FBGN0000439,FBGN0000492,FBGN0000546,FBGN0000568,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003044,FBGN0003053,FBGN0003117,FBGN0003118,FBGN0003130,FBGN0003145,FBGN0003254,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003411,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003513,FBGN0003567,FBGN0003651,FBGN0003720,FBGN0003862,FBGN0003866,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004567,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004656,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0005658,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0011236,FBGN0011278,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013469,FBGN0013751,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015396,FBGN0015524,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0016076,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020493,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0023214,FBGN0024184,FBGN0024244,FBGN0024250,FBGN0024321,FBGN0025360,FBGN0025525,FBGN0025776,FBGN0026411,FBGN0026575,FBGN0027364,FBGN0028550,FBGN0028789,FBGN0028979,FBGN0287186,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0029939,FBGN0030058,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031894,FBGN0032197,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033458,FBGN0033782,FBGN0034240,FBGN0035160,FBGN0035625,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0037698,FBGN0038197,FBGN0038391,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039283,FBGN0039286,FBGN0039411,FBGN0039683,FBGN0039808,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0041156,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050431,FBGN0051481,FBGN0052767,FBGN0053196,FBGN0083981,FBGN0085253,FBGN0085396,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0259176,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0260642,FBGN0261238,FBGN0261283,FBGN0261434,FBGN0261647,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261793,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263112,FBGN0263239,FBGN0263490,FBGN0263511,FBGN0264005,FBGN0264442,FBGN0264562,FBGN0265276,FBGN0266083,FBGN0267336,FBGN0267792,FBGN0286204,FBGN0283451"
"GO:MF","DNA-binding transcription factor activity, RNA polymerase II-specific","GO:0000981","4.2152528648424505e-42","41.37517636777428","498","2289","230","11908","FBGN0035357,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000157,FBGN0000179,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000411,FBGN0000439,FBGN0000492,FBGN0000546,FBGN0000568,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003053,FBGN0003117,FBGN0003118,FBGN0003130,FBGN0003145,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003411,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003513,FBGN0003651,FBGN0003720,FBGN0003866,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0005658,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0011278,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013469,FBGN0013751,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015524,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0016076,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0023214,FBGN0024184,FBGN0024244,FBGN0024250,FBGN0024321,FBGN0025360,FBGN0025776,FBGN0026411,FBGN0026575,FBGN0027364,FBGN0028550,FBGN0028789,FBGN0028979,FBGN0287186,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0030058,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031894,FBGN0032197,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033458,FBGN0033782,FBGN0034240,FBGN0035625,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0038197,FBGN0038391,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039411,FBGN0039683,FBGN0039808,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0041156,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050431,FBGN0051481,FBGN0052767,FBGN0083981,FBGN0085396,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0260642,FBGN0261283,FBGN0261434,FBGN0261647,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263112,FBGN0263239,FBGN0263490,FBGN0263511,FBGN0264005,FBGN0264562,FBGN0265276,FBGN0266083,FBGN0286204"
"GO:MF","transcription regulator activity","GO:0140110","6.647060431999964e-39","38.17737037280329","755","2289","299","11908","FBGN0266450,FBGN0283521,FBGN0035357,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000117,FBGN0000157,FBGN0000179,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000320,FBGN0000411,FBGN0000439,FBGN0000492,FBGN0000546,FBGN0000568,FBGN0000575,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002643,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003044,FBGN0003053,FBGN0003117,FBGN0003118,FBGN0003130,FBGN0003145,FBGN0003254,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003411,FBGN0003415,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003513,FBGN0003567,FBGN0003651,FBGN0003720,FBGN0003862,FBGN0003866,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0003975,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004567,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004647,FBGN0004656,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0005636,FBGN0005658,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0010825,FBGN0011236,FBGN0011278,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013469,FBGN0013751,FBGN0013755,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015396,FBGN0015524,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0016076,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020493,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0022764,FBGN0023214,FBGN0024184,FBGN0024244,FBGN0024250,FBGN0024291,FBGN0024321,FBGN0025360,FBGN0025525,FBGN0025776,FBGN0026160,FBGN0026411,FBGN0026575,FBGN0026577,FBGN0027364,FBGN0027499,FBGN0028397,FBGN0028550,FBGN0028789,FBGN0028979,FBGN0287186,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0029895,FBGN0029939,FBGN0030058,FBGN0030186,FBGN0030400,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031434,FBGN0031894,FBGN0032197,FBGN0032429,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033183,FBGN0033458,FBGN0033782,FBGN0034240,FBGN0035160,FBGN0035542,FBGN0035625,FBGN0035643,FBGN0035677,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0036761,FBGN0036814,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0037698,FBGN0038197,FBGN0038391,FBGN0038676,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039283,FBGN0039286,FBGN0039411,FBGN0039633,FBGN0039683,FBGN0039808,FBGN0039923,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0041092,FBGN0041111,FBGN0041156,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050178,FBGN0050431,FBGN0051481,FBGN0052767,FBGN0052971,FBGN0053196,FBGN0053554,FBGN0082598,FBGN0083981,FBGN0085253,FBGN0085396,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0087008,FBGN0259168,FBGN0259176,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0259986,FBGN0260642,FBGN0261238,FBGN0261283,FBGN0261434,FBGN0261617,FBGN0261647,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261793,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263112,FBGN0263239,FBGN0263240,FBGN0263490,FBGN0263511,FBGN0264005,FBGN0264442,FBGN0264562,FBGN0265276,FBGN0265523,FBGN0266083,FBGN0267336,FBGN0267792,FBGN0286204,FBGN0285917,FBGN0283451"
"GO:MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding","GO:0000977","7.20764336724756e-37","36.142206710301494","515","2289","226","11908","FBGN0266450,FBGN0260398,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000157,FBGN0000179,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000411,FBGN0000439,FBGN0000459,FBGN0000492,FBGN0000541,FBGN0000546,FBGN0000568,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003053,FBGN0003117,FBGN0003130,FBGN0003145,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003567,FBGN0003651,FBGN0003720,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004656,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0011236,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013269,FBGN0013469,FBGN0013751,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0024244,FBGN0024250,FBGN0024321,FBGN0025360,FBGN0025776,FBGN0026411,FBGN0027364,FBGN0028550,FBGN0028789,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0029939,FBGN0030058,FBGN0030186,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031894,FBGN0032197,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033782,FBGN0034240,FBGN0035625,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0038197,FBGN0038391,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039411,FBGN0039683,FBGN0039808,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050431,FBGN0051481,FBGN0052767,FBGN0083981,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0260642,FBGN0261283,FBGN0261434,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261793,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263112,FBGN0263239,FBGN0263490,FBGN0264005,FBGN0264562,FBGN0265276,FBGN0265523,FBGN0266083,FBGN0267336,FBGN0285879,FBGN0286204,FBGN0283451"
"GO:MF","sequence-specific DNA binding","GO:0043565","2.3886762356043953e-35","34.62184271112044","674","2289","269","11908","FBGN0266450,FBGN0260398,FBGN0035357,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000157,FBGN0000179,FBGN0000227,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000411,FBGN0000412,FBGN0000439,FBGN0000459,FBGN0000492,FBGN0000541,FBGN0000546,FBGN0000568,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002441,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002780,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003053,FBGN0003117,FBGN0003118,FBGN0003130,FBGN0003145,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003513,FBGN0003567,FBGN0003607,FBGN0003651,FBGN0003720,FBGN0003862,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004567,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004656,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004861,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0005624,FBGN0005658,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0011236,FBGN0011278,FBGN0011481,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013269,FBGN0013469,FBGN0013751,FBGN0013755,FBGN0014037,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015396,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0015929,FBGN0016034,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0019890,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0023214,FBGN0024184,FBGN0024244,FBGN0024250,FBGN0024321,FBGN0025360,FBGN0025776,FBGN0026411,FBGN0026575,FBGN0027364,FBGN0028550,FBGN0028685,FBGN0028789,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0029939,FBGN0030009,FBGN0030058,FBGN0030186,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031434,FBGN0031435,FBGN0031885,FBGN0031894,FBGN0032197,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033458,FBGN0033782,FBGN0034240,FBGN0035625,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0037698,FBGN0038197,FBGN0038391,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039350,FBGN0039411,FBGN0039683,FBGN0039808,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0041156,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050431,FBGN0051481,FBGN0052062,FBGN0052767,FBGN0083981,FBGN0085396,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0260642,FBGN0261113,FBGN0261283,FBGN0261434,FBGN0261647,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261793,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263102,FBGN0263112,FBGN0263239,FBGN0263396,FBGN0263490,FBGN0263511,FBGN0264005,FBGN0264562,FBGN0265276,FBGN0265523,FBGN0266083,FBGN0267033,FBGN0267336,FBGN0285879,FBGN0286204,FBGN0284442,FBGN0284220,FBGN0283451"
"GO:MF","sequence-specific double-stranded DNA binding","GO:1990837","7.719394729496691e-35","34.11241675095246","607","2289","249","11908","FBGN0266450,FBGN0260398,FBGN0000014,FBGN0000015,FBGN0000022,FBGN0000028,FBGN0000061,FBGN0000097,FBGN0000157,FBGN0000179,FBGN0000233,FBGN0000251,FBGN0000287,FBGN0000411,FBGN0000412,FBGN0000439,FBGN0000459,FBGN0000492,FBGN0000541,FBGN0000546,FBGN0000568,FBGN0000576,FBGN0000577,FBGN0000591,FBGN0000606,FBGN0000659,FBGN0001077,FBGN0001138,FBGN0001147,FBGN0001148,FBGN0001150,FBGN0001168,FBGN0001180,FBGN0001235,FBGN0001269,FBGN0001297,FBGN0001319,FBGN0001320,FBGN0001323,FBGN0001325,FBGN0002522,FBGN0002561,FBGN0002573,FBGN0002609,FBGN0002631,FBGN0002633,FBGN0002723,FBGN0002733,FBGN0002734,FBGN0002735,FBGN0002931,FBGN0002941,FBGN0002985,FBGN0003002,FBGN0003028,FBGN0003053,FBGN0003117,FBGN0003118,FBGN0003130,FBGN0003145,FBGN0003267,FBGN0003270,FBGN0003300,FBGN0003339,FBGN0003345,FBGN0003396,FBGN0003430,FBGN0003448,FBGN0003460,FBGN0003499,FBGN0003507,FBGN0003513,FBGN0003567,FBGN0003607,FBGN0003651,FBGN0003720,FBGN0003870,FBGN0003896,FBGN0003900,FBGN0003944,FBGN0004053,FBGN0004054,FBGN0004102,FBGN0004110,FBGN0004170,FBGN0004198,FBGN0004394,FBGN0004396,FBGN0004567,FBGN0004595,FBGN0004606,FBGN0004607,FBGN0004656,FBGN0004666,FBGN0004795,FBGN0004837,FBGN0004854,FBGN0004859,FBGN0004862,FBGN0004863,FBGN0004878,FBGN0004880,FBGN0004892,FBGN0004893,FBGN0004895,FBGN0004898,FBGN0005427,FBGN0005612,FBGN0008636,FBGN0010109,FBGN0010323,FBGN0010433,FBGN0010768,FBGN0011236,FBGN0011278,FBGN0011656,FBGN0011723,FBGN0011758,FBGN0011766,FBGN0013269,FBGN0013469,FBGN0013751,FBGN0014037,FBGN0014143,FBGN0014179,FBGN0014343,FBGN0014859,FBGN0015371,FBGN0015396,FBGN0015550,FBGN0015561,FBGN0015903,FBGN0015904,FBGN0015919,FBGN0015929,FBGN0016034,FBGN0016660,FBGN0016694,FBGN0016917,FBGN0019650,FBGN0019809,FBGN0020294,FBGN0020307,FBGN0020378,FBGN0020617,FBGN0020912,FBGN0021872,FBGN0022740,FBGN0024184,FBGN0024244,FBGN0024250,FBGN0024321,FBGN0025360,FBGN0025776,FBGN0026411,FBGN0027364,FBGN0028550,FBGN0028685,FBGN0028789,FBGN0028996,FBGN0028999,FBGN0029123,FBGN0029504,FBGN0029939,FBGN0030058,FBGN0030186,FBGN0030417,FBGN0030505,FBGN0031375,FBGN0031885,FBGN0031894,FBGN0032197,FBGN0032493,FBGN0032651,FBGN0032694,FBGN0033010,FBGN0033782,FBGN0034240,FBGN0035625,FBGN0035954,FBGN0035956,FBGN0036411,FBGN0036522,FBGN0037085,FBGN0037120,FBGN0037475,FBGN0037619,FBGN0037698,FBGN0038197,FBGN0038391,FBGN0038833,FBGN0039039,FBGN0039078,FBGN0039209,FBGN0039350,FBGN0039411,FBGN0039683,FBGN0039808,FBGN0039937,FBGN0040318,FBGN0040765,FBGN0041156,FBGN0043364,FBGN0045759,FBGN0045852,FBGN0050431,FBGN0051481,FBGN0052062,FBGN0052767,FBGN0083981,FBGN0085396,FBGN0085424,FBGN0085432,FBGN0085450,FBGN0086680,FBGN0259211,FBGN0259789,FBGN0259938,FBGN0260642,FBGN0261113,FBGN0261283,FBGN0261434,FBGN0261648,FBGN0261703,FBGN0261705,FBGN0261793,FBGN0261930,FBGN0261953,FBGN0261963,FBGN0262582,FBGN0262636,FBGN0262656,FBGN0262975,FBGN0263112,FBGN0263239,FBGN0263396,FBGN0263490,FBGN0263511,FBGN0264005,FBGN0264562,FBGN0265276,FBGN0265523,FBGN0266083,FBGN0267336,FBGN0285879,FBGN0286204,FBGN0284442,FBGN0284220,FBGN0283451"
